video_id,frame_idx,label,split,video_path
001,9,real,validation,faceforensics_root/validation/real/001_9.png
001,10,real,validation,faceforensics_root/validation/real/001_10.png
001,11,real,validation,faceforensics_root/validation/real/001_11.png
001,12,real,validation,faceforensics_root/validation/real/001_12.png
001,13,real,validation,faceforensics_root/validation/real/001_13.png
001,14,real,validation,faceforensics_root/validation/real/001_14.png
001,15,real,validation,faceforensics_root/validation/real/001_15.png
001,16,real,validation,faceforensics_root/validation/real/001_16.png
001,17,real,validation,faceforensics_root/validation/real/001_17.png
001_870,0,fake,validation,faceforensics_root/validation/fake/001_870_0.png
001_870,1,fake,validation,faceforensics_root/validation/fake/001_870_1.png
001_870,2,fake,validation,faceforensics_root/validation/fake/001_870_2.png
001_870,3,fake,validation,faceforensics_root/validation/fake/001_870_3.png
001_870,4,fake,validation,faceforensics_root/validation/fake/001_870_4.png
001_870,5,fake,validation,faceforensics_root/validation/fake/001_870_5.png
001_870,6,fake,validation,faceforensics_root/validation/fake/001_870_6.png
001_870,7,fake,validation,faceforensics_root/validation/fake/001_870_7.png
001_870,8,fake,validation,faceforensics_root/validation/fake/001_870_8.png
001_870,9,fake,validation,faceforensics_root/validation/fake/001_870_9.png
001_870,10,fake,validation,faceforensics_root/validation/fake/001_870_10.png
001_870,11,fake,validation,faceforensics_root/validation/fake/001_870_11.png
001_870,12,fake,validation,faceforensics_root/validation/fake/001_870_12.png
001_870,13,fake,validation,faceforensics_root/validation/fake/001_870_13.png
001_870,14,fake,validation,faceforensics_root/validation/fake/001_870_14.png
001_870,15,fake,validation,faceforensics_root/validation/fake/001_870_15.png
001_870,16,fake,validation,faceforensics_root/validation/fake/001_870_16.png
001_870,17,fake,validation,faceforensics_root/validation/fake/001_870_17.png
002,0,real,validation,faceforensics_root/validation/real/002_0.png
002,1,real,validation,faceforensics_root/validation/real/002_1.png
002,2,real,validation,faceforensics_root/validation/real/002_2.png
002,3,real,validation,faceforensics_root/validation/real/002_3.png
002,4,real,validation,faceforensics_root/validation/real/002_4.png
002,5,real,validation,faceforensics_root/validation/real/002_5.png
002,6,real,validation,faceforensics_root/validation/real/002_6.png
002,7,real,validation,faceforensics_root/validation/real/002_7.png
002,8,real,validation,faceforensics_root/validation/real/002_8.png
002,9,real,validation,faceforensics_root/validation/real/002_9.png
002,10,real,validation,faceforensics_root/validation/real/002_10.png
002,11,real,validation,faceforensics_root/validation/real/002_11.png
002,12,real,validation,faceforensics_root/validation/real/002_12.png
002,13,real,validation,faceforensics_root/validation/real/002_13.png
002,14,real,validation,faceforensics_root/validation/real/002_14.png
002,15,real,validation,faceforensics_root/validation/real/002_15.png
002,16,real,validation,faceforensics_root/validation/real/002_16.png
002,17,real,validation,faceforensics_root/validation/real/002_17.png
002,18,real,validation,faceforensics_root/validation/real/002_18.png
002,19,real,validation,faceforensics_root/validation/real/002_19.png
002,20,real,validation,faceforensics_root/validation/real/002_20.png
002,21,real,validation,faceforensics_root/validation/real/002_21.png
002,22,real,validation,faceforensics_root/validation/real/002_22.png
002_006,0,fake,validation,faceforensics_root/validation/fake/002_006_0.png
002_006,1,fake,validation,faceforensics_root/validation/fake/002_006_1.png
002_006,2,fake,validation,faceforensics_root/validation/fake/002_006_2.png
002_006,3,fake,validation,faceforensics_root/validation/fake/002_006_3.png
002_006,4,fake,validation,faceforensics_root/validation/fake/002_006_4.png
002_006,5,fake,validation,faceforensics_root/validation/fake/002_006_5.png
002_006,6,fake,validation,faceforensics_root/validation/fake/002_006_6.png
002_006,7,fake,validation,faceforensics_root/validation/fake/002_006_7.png
002_006,8,fake,validation,faceforensics_root/validation/fake/002_006_8.png
002_006,9,fake,validation,faceforensics_root/validation/fake/002_006_9.png
002_006,10,fake,validation,faceforensics_root/validation/fake/002_006_10.png
002_006,11,fake,validation,faceforensics_root/validation/fake/002_006_11.png
002_006,12,fake,validation,faceforensics_root/validation/fake/002_006_12.png
002_006,13,fake,validation,faceforensics_root/validation/fake/002_006_13.png
002_006,14,fake,validation,faceforensics_root/validation/fake/002_006_14.png
002_006,15,fake,validation,faceforensics_root/validation/fake/002_006_15.png
002_006,16,fake,validation,faceforensics_root/validation/fake/002_006_16.png
002_006,17,fake,validation,faceforensics_root/validation/fake/002_006_17.png
002_006,18,fake,validation,faceforensics_root/validation/fake/002_006_18.png
002_006,19,fake,validation,faceforensics_root/validation/fake/002_006_19.png
002_006,20,fake,validation,faceforensics_root/validation/fake/002_006_20.png
002_006,21,fake,validation,faceforensics_root/validation/fake/002_006_21.png
002_006,22,fake,validation,faceforensics_root/validation/fake/002_006_22.png
003,0,real,validation,faceforensics_root/validation/real/003_0.png
003,1,real,validation,faceforensics_root/validation/real/003_1.png
003,2,real,validation,faceforensics_root/validation/real/003_2.png
003,3,real,validation,faceforensics_root/validation/real/003_3.png
003,4,real,validation,faceforensics_root/validation/real/003_4.png
003,5,real,validation,faceforensics_root/validation/real/003_5.png
003,6,real,validation,faceforensics_root/validation/real/003_6.png
003,7,real,validation,faceforensics_root/validation/real/003_7.png
003,8,real,validation,faceforensics_root/validation/real/003_8.png
003,9,real,validation,faceforensics_root/validation/real/003_9.png
003,10,real,validation,faceforensics_root/validation/real/003_10.png
003,11,real,validation,faceforensics_root/validation/real/003_11.png
003_000,0,fake,validation,faceforensics_root/validation/fake/003_000_0.png
003_000,1,fake,validation,faceforensics_root/validation/fake/003_000_1.png
003_000,2,fake,validation,faceforensics_root/validation/fake/003_000_2.png
003_000,3,fake,validation,faceforensics_root/validation/fake/003_000_3.png
003_000,4,fake,validation,faceforensics_root/validation/fake/003_000_4.png
003_000,5,fake,validation,faceforensics_root/validation/fake/003_000_5.png
003_000,6,fake,validation,faceforensics_root/validation/fake/003_000_6.png
003_000,7,fake,validation,faceforensics_root/validation/fake/003_000_7.png
003_000,8,fake,validation,faceforensics_root/validation/fake/003_000_8.png
003_000,9,fake,validation,faceforensics_root/validation/fake/003_000_9.png
003_000,10,fake,validation,faceforensics_root/validation/fake/003_000_10.png
003_000,11,fake,validation,faceforensics_root/validation/fake/003_000_11.png
004,0,real,validation,faceforensics_root/validation/real/004_0.png
004,1,real,validation,faceforensics_root/validation/real/004_1.png
004,2,real,validation,faceforensics_root/validation/real/004_2.png
004,3,real,validation,faceforensics_root/validation/real/004_3.png
004,4,real,validation,faceforensics_root/validation/real/004_4.png
004,5,real,validation,faceforensics_root/validation/real/004_5.png
004,6,real,validation,faceforensics_root/validation/real/004_6.png
004,7,real,validation,faceforensics_root/validation/real/004_7.png
004,8,real,validation,faceforensics_root/validation/real/004_8.png
004,9,real,validation,faceforensics_root/validation/real/004_9.png
004,10,real,validation,faceforensics_root/validation/real/004_10.png
004,11,real,validation,faceforensics_root/validation/real/004_11.png
004_982,0,fake,validation,faceforensics_root/validation/fake/004_982_0.png
004_982,1,fake,validation,faceforensics_root/validation/fake/004_982_1.png
004_982,2,fake,validation,faceforensics_root/validation/fake/004_982_2.png
004_982,3,fake,validation,faceforensics_root/validation/fake/004_982_3.png
004_982,4,fake,validation,faceforensics_root/validation/fake/004_982_4.png
004_982,5,fake,validation,faceforensics_root/validation/fake/004_982_5.png
004_982,6,fake,validation,faceforensics_root/validation/fake/004_982_6.png
004_982,7,fake,validation,faceforensics_root/validation/fake/004_982_7.png
004_982,8,fake,validation,faceforensics_root/validation/fake/004_982_8.png
004_982,9,fake,validation,faceforensics_root/validation/fake/004_982_9.png
004_982,10,fake,validation,faceforensics_root/validation/fake/004_982_10.png
004_982,11,fake,validation,faceforensics_root/validation/fake/004_982_11.png
005,0,real,validation,faceforensics_root/validation/real/005_0.png
005,1,real,validation,faceforensics_root/validation/real/005_1.png
005,2,real,validation,faceforensics_root/validation/real/005_2.png
005,3,real,validation,faceforensics_root/validation/real/005_3.png
005,4,real,validation,faceforensics_root/validation/real/005_4.png
005,5,real,validation,faceforensics_root/validation/real/005_5.png
005,6,real,validation,faceforensics_root/validation/real/005_6.png
005,7,real,validation,faceforensics_root/validation/real/005_7.png
005,8,real,validation,faceforensics_root/validation/real/005_8.png
005,9,real,validation,faceforensics_root/validation/real/005_9.png
005,10,real,validation,faceforensics_root/validation/real/005_10.png
005,11,real,validation,faceforensics_root/validation/real/005_11.png
005,12,real,validation,faceforensics_root/validation/real/005_12.png
005,13,real,validation,faceforensics_root/validation/real/005_13.png
005,14,real,validation,faceforensics_root/validation/real/005_14.png
005_010,0,fake,validation,faceforensics_root/validation/fake/005_010_0.png
005_010,1,fake,validation,faceforensics_root/validation/fake/005_010_1.png
005_010,2,fake,validation,faceforensics_root/validation/fake/005_010_2.png
005_010,3,fake,validation,faceforensics_root/validation/fake/005_010_3.png
005_010,4,fake,validation,faceforensics_root/validation/fake/005_010_4.png
005_010,5,fake,validation,faceforensics_root/validation/fake/005_010_5.png
005_010,6,fake,validation,faceforensics_root/validation/fake/005_010_6.png
005_010,7,fake,validation,faceforensics_root/validation/fake/005_010_7.png
005_010,8,fake,validation,faceforensics_root/validation/fake/005_010_8.png
005_010,9,fake,validation,faceforensics_root/validation/fake/005_010_9.png
005_010,10,fake,validation,faceforensics_root/validation/fake/005_010_10.png
005_010,11,fake,validation,faceforensics_root/validation/fake/005_010_11.png
005_010,12,fake,validation,faceforensics_root/validation/fake/005_010_12.png
005_010,13,fake,validation,faceforensics_root/validation/fake/005_010_13.png
005_010,14,fake,validation,faceforensics_root/validation/fake/005_010_14.png
006,0,real,validation,faceforensics_root/validation/real/006_0.png
006,1,real,validation,faceforensics_root/validation/real/006_1.png
006,2,real,validation,faceforensics_root/validation/real/006_2.png
006,3,real,validation,faceforensics_root/validation/real/006_3.png
006,4,real,validation,faceforensics_root/validation/real/006_4.png
006,5,real,validation,faceforensics_root/validation/real/006_5.png
006,6,real,validation,faceforensics_root/validation/real/006_6.png
006,7,real,validation,faceforensics_root/validation/real/006_7.png
006,8,real,validation,faceforensics_root/validation/real/006_8.png
006,9,real,validation,faceforensics_root/validation/real/006_9.png
006_002,0,fake,validation,faceforensics_root/validation/fake/006_002_0.png
006_002,1,fake,validation,faceforensics_root/validation/fake/006_002_1.png
006_002,2,fake,validation,faceforensics_root/validation/fake/006_002_2.png
006_002,3,fake,validation,faceforensics_root/validation/fake/006_002_3.png
006_002,4,fake,validation,faceforensics_root/validation/fake/006_002_4.png
006_002,5,fake,validation,faceforensics_root/validation/fake/006_002_5.png
006_002,6,fake,validation,faceforensics_root/validation/fake/006_002_6.png
006_002,7,fake,validation,faceforensics_root/validation/fake/006_002_7.png
006_002,8,fake,validation,faceforensics_root/validation/fake/006_002_8.png
006_002,9,fake,validation,faceforensics_root/validation/fake/006_002_9.png
007_132,0,fake,validation,faceforensics_root/validation/fake/007_132_0.png
007_132,1,fake,validation,faceforensics_root/validation/fake/007_132_1.png
007_132,2,fake,validation,faceforensics_root/validation/fake/007_132_2.png
007_132,3,fake,validation,faceforensics_root/validation/fake/007_132_3.png
007_132,4,fake,validation,faceforensics_root/validation/fake/007_132_4.png
007_132,5,fake,validation,faceforensics_root/validation/fake/007_132_5.png
007_132,6,fake,validation,faceforensics_root/validation/fake/007_132_6.png
007_132,7,fake,validation,faceforensics_root/validation/fake/007_132_7.png
007_132,8,fake,validation,faceforensics_root/validation/fake/007_132_8.png
007_132,9,fake,validation,faceforensics_root/validation/fake/007_132_9.png
007_132,10,fake,validation,faceforensics_root/validation/fake/007_132_10.png
007_132,11,fake,validation,faceforensics_root/validation/fake/007_132_11.png
007_132,12,fake,validation,faceforensics_root/validation/fake/007_132_12.png
007_132,13,fake,validation,faceforensics_root/validation/fake/007_132_13.png
007_132,14,fake,validation,faceforensics_root/validation/fake/007_132_14.png
007_132,15,fake,validation,faceforensics_root/validation/fake/007_132_15.png
007_132,16,fake,validation,faceforensics_root/validation/fake/007_132_16.png
007_132,17,fake,validation,faceforensics_root/validation/fake/007_132_17.png
007_132,18,fake,validation,faceforensics_root/validation/fake/007_132_18.png
007_132,19,fake,validation,faceforensics_root/validation/fake/007_132_19.png
008,0,real,validation,faceforensics_root/validation/real/008_0.png
008,1,real,validation,faceforensics_root/validation/real/008_1.png
008,2,real,validation,faceforensics_root/validation/real/008_2.png
008,3,real,validation,faceforensics_root/validation/real/008_3.png
008,4,real,validation,faceforensics_root/validation/real/008_4.png
008,5,real,validation,faceforensics_root/validation/real/008_5.png
008,6,real,validation,faceforensics_root/validation/real/008_6.png
008,7,real,validation,faceforensics_root/validation/real/008_7.png
008,8,real,validation,faceforensics_root/validation/real/008_8.png
008,9,real,validation,faceforensics_root/validation/real/008_9.png
008,10,real,validation,faceforensics_root/validation/real/008_10.png
008,11,real,validation,faceforensics_root/validation/real/008_11.png
008,12,real,validation,faceforensics_root/validation/real/008_12.png
008,13,real,validation,faceforensics_root/validation/real/008_13.png
008,14,real,validation,faceforensics_root/validation/real/008_14.png
008,15,real,validation,faceforensics_root/validation/real/008_15.png
008,16,real,validation,faceforensics_root/validation/real/008_16.png
008,17,real,validation,faceforensics_root/validation/real/008_17.png
008,18,real,validation,faceforensics_root/validation/real/008_18.png
008,19,real,validation,faceforensics_root/validation/real/008_19.png
008,20,real,validation,faceforensics_root/validation/real/008_20.png
008,21,real,validation,faceforensics_root/validation/real/008_21.png
008,22,real,validation,faceforensics_root/validation/real/008_22.png
008,23,real,validation,faceforensics_root/validation/real/008_23.png
008,24,real,validation,faceforensics_root/validation/real/008_24.png
008_990,0,fake,validation,faceforensics_root/validation/fake/008_990_0.png
008_990,1,fake,validation,faceforensics_root/validation/fake/008_990_1.png
008_990,2,fake,validation,faceforensics_root/validation/fake/008_990_2.png
008_990,3,fake,validation,faceforensics_root/validation/fake/008_990_3.png
008_990,4,fake,validation,faceforensics_root/validation/fake/008_990_4.png
008_990,5,fake,validation,faceforensics_root/validation/fake/008_990_5.png
008_990,6,fake,validation,faceforensics_root/validation/fake/008_990_6.png
008_990,7,fake,validation,faceforensics_root/validation/fake/008_990_7.png
008_990,8,fake,validation,faceforensics_root/validation/fake/008_990_8.png
008_990,9,fake,validation,faceforensics_root/validation/fake/008_990_9.png
008_990,10,fake,validation,faceforensics_root/validation/fake/008_990_10.png
008_990,11,fake,validation,faceforensics_root/validation/fake/008_990_11.png
008_990,12,fake,validation,faceforensics_root/validation/fake/008_990_12.png
008_990,13,fake,validation,faceforensics_root/validation/fake/008_990_13.png
008_990,14,fake,validation,faceforensics_root/validation/fake/008_990_14.png
008_990,15,fake,validation,faceforensics_root/validation/fake/008_990_15.png
008_990,16,fake,validation,faceforensics_root/validation/fake/008_990_16.png
008_990,17,fake,validation,faceforensics_root/validation/fake/008_990_17.png
008_990,18,fake,validation,faceforensics_root/validation/fake/008_990_18.png
008_990,19,fake,validation,faceforensics_root/validation/fake/008_990_19.png
008_990,20,fake,validation,faceforensics_root/validation/fake/008_990_20.png
008_990,21,fake,validation,faceforensics_root/validation/fake/008_990_21.png
008_990,22,fake,validation,faceforensics_root/validation/fake/008_990_22.png
008_990,23,fake,validation,faceforensics_root/validation/fake/008_990_23.png
008_990,24,fake,validation,faceforensics_root/validation/fake/008_990_24.png
009,0,real,validation,faceforensics_root/validation/real/009_0.png
009,1,real,validation,faceforensics_root/validation/real/009_1.png
009,2,real,validation,faceforensics_root/validation/real/009_2.png
009,3,real,validation,faceforensics_root/validation/real/009_3.png
009,4,real,validation,faceforensics_root/validation/real/009_4.png
009,5,real,validation,faceforensics_root/validation/real/009_5.png
009,6,real,validation,faceforensics_root/validation/real/009_6.png
009,7,real,validation,faceforensics_root/validation/real/009_7.png
009,8,real,validation,faceforensics_root/validation/real/009_8.png
009,9,real,validation,faceforensics_root/validation/real/009_9.png
009,10,real,validation,faceforensics_root/validation/real/009_10.png
009,11,real,validation,faceforensics_root/validation/real/009_11.png
009,12,real,validation,faceforensics_root/validation/real/009_12.png
009,13,real,validation,faceforensics_root/validation/real/009_13.png
009,14,real,validation,faceforensics_root/validation/real/009_14.png
009,15,real,validation,faceforensics_root/validation/real/009_15.png
009,16,real,validation,faceforensics_root/validation/real/009_16.png
009,17,real,validation,faceforensics_root/validation/real/009_17.png
009,18,real,validation,faceforensics_root/validation/real/009_18.png
009_027,0,fake,validation,faceforensics_root/validation/fake/009_027_0.png
009_027,1,fake,validation,faceforensics_root/validation/fake/009_027_1.png
009_027,2,fake,validation,faceforensics_root/validation/fake/009_027_2.png
009_027,3,fake,validation,faceforensics_root/validation/fake/009_027_3.png
009_027,4,fake,validation,faceforensics_root/validation/fake/009_027_4.png
009_027,5,fake,validation,faceforensics_root/validation/fake/009_027_5.png
009_027,6,fake,validation,faceforensics_root/validation/fake/009_027_6.png
009_027,7,fake,validation,faceforensics_root/validation/fake/009_027_7.png
009_027,8,fake,validation,faceforensics_root/validation/fake/009_027_8.png
009_027,9,fake,validation,faceforensics_root/validation/fake/009_027_9.png
009_027,10,fake,validation,faceforensics_root/validation/fake/009_027_10.png
009_027,11,fake,validation,faceforensics_root/validation/fake/009_027_11.png
009_027,12,fake,validation,faceforensics_root/validation/fake/009_027_12.png
009_027,13,fake,validation,faceforensics_root/validation/fake/009_027_13.png
009_027,14,fake,validation,faceforensics_root/validation/fake/009_027_14.png
009_027,15,fake,validation,faceforensics_root/validation/fake/009_027_15.png
009_027,16,fake,validation,faceforensics_root/validation/fake/009_027_16.png
009_027,17,fake,validation,faceforensics_root/validation/fake/009_027_17.png
009_027,18,fake,validation,faceforensics_root/validation/fake/009_027_18.png
010,0,real,validation,faceforensics_root/validation/real/010_0.png
010,1,real,validation,faceforensics_root/validation/real/010_1.png
010,2,real,validation,faceforensics_root/validation/real/010_2.png
010,3,real,validation,faceforensics_root/validation/real/010_3.png
010,4,real,validation,faceforensics_root/validation/real/010_4.png
010,5,real,validation,faceforensics_root/validation/real/010_5.png
010,6,real,validation,faceforensics_root/validation/real/010_6.png
010,7,real,validation,faceforensics_root/validation/real/010_7.png
010,8,real,validation,faceforensics_root/validation/real/010_8.png
010,9,real,validation,faceforensics_root/validation/real/010_9.png
010,10,real,validation,faceforensics_root/validation/real/010_10.png
010,11,real,validation,faceforensics_root/validation/real/010_11.png
010,12,real,validation,faceforensics_root/validation/real/010_12.png
010,13,real,validation,faceforensics_root/validation/real/010_13.png
010,14,real,validation,faceforensics_root/validation/real/010_14.png
010,15,real,validation,faceforensics_root/validation/real/010_15.png
010,16,real,validation,faceforensics_root/validation/real/010_16.png
010,17,real,validation,faceforensics_root/validation/real/010_17.png
010,18,real,validation,faceforensics_root/validation/real/010_18.png
010_005,0,fake,validation,faceforensics_root/validation/fake/010_005_0.png
010_005,1,fake,validation,faceforensics_root/validation/fake/010_005_1.png
010_005,2,fake,validation,faceforensics_root/validation/fake/010_005_2.png
010_005,3,fake,validation,faceforensics_root/validation/fake/010_005_3.png
010_005,4,fake,validation,faceforensics_root/validation/fake/010_005_4.png
010_005,5,fake,validation,faceforensics_root/validation/fake/010_005_5.png
010_005,6,fake,validation,faceforensics_root/validation/fake/010_005_6.png
010_005,7,fake,validation,faceforensics_root/validation/fake/010_005_7.png
010_005,8,fake,validation,faceforensics_root/validation/fake/010_005_8.png
010_005,9,fake,validation,faceforensics_root/validation/fake/010_005_9.png
010_005,10,fake,validation,faceforensics_root/validation/fake/010_005_10.png
010_005,11,fake,validation,faceforensics_root/validation/fake/010_005_11.png
010_005,12,fake,validation,faceforensics_root/validation/fake/010_005_12.png
010_005,13,fake,validation,faceforensics_root/validation/fake/010_005_13.png
010_005,14,fake,validation,faceforensics_root/validation/fake/010_005_14.png
010_005,15,fake,validation,faceforensics_root/validation/fake/010_005_15.png
010_005,16,fake,validation,faceforensics_root/validation/fake/010_005_16.png
010_005,17,fake,validation,faceforensics_root/validation/fake/010_005_17.png
010_005,18,fake,validation,faceforensics_root/validation/fake/010_005_18.png
011,0,real,validation,faceforensics_root/validation/real/011_0.png
011,1,real,validation,faceforensics_root/validation/real/011_1.png
011,2,real,validation,faceforensics_root/validation/real/011_2.png
011,3,real,validation,faceforensics_root/validation/real/011_3.png
011,4,real,validation,faceforensics_root/validation/real/011_4.png
011,5,real,validation,faceforensics_root/validation/real/011_5.png
011,6,real,validation,faceforensics_root/validation/real/011_6.png
011,7,real,validation,faceforensics_root/validation/real/011_7.png
011,8,real,validation,faceforensics_root/validation/real/011_8.png
011,9,real,validation,faceforensics_root/validation/real/011_9.png
011,10,real,validation,faceforensics_root/validation/real/011_10.png
011,11,real,validation,faceforensics_root/validation/real/011_11.png
011,12,real,validation,faceforensics_root/validation/real/011_12.png
011,13,real,validation,faceforensics_root/validation/real/011_13.png
011,14,real,validation,faceforensics_root/validation/real/011_14.png
011,15,real,validation,faceforensics_root/validation/real/011_15.png
011,16,real,validation,faceforensics_root/validation/real/011_16.png
011,17,real,validation,faceforensics_root/validation/real/011_17.png
011,18,real,validation,faceforensics_root/validation/real/011_18.png
011,19,real,validation,faceforensics_root/validation/real/011_19.png
011,20,real,validation,faceforensics_root/validation/real/011_20.png
011,21,real,validation,faceforensics_root/validation/real/011_21.png
011,22,real,validation,faceforensics_root/validation/real/011_22.png
011,23,real,validation,faceforensics_root/validation/real/011_23.png
011,24,real,validation,faceforensics_root/validation/real/011_24.png
011,25,real,validation,faceforensics_root/validation/real/011_25.png
011,26,real,validation,faceforensics_root/validation/real/011_26.png
011,27,real,validation,faceforensics_root/validation/real/011_27.png
011,28,real,validation,faceforensics_root/validation/real/011_28.png
011,29,real,validation,faceforensics_root/validation/real/011_29.png
011,30,real,validation,faceforensics_root/validation/real/011_30.png
011,31,real,validation,faceforensics_root/validation/real/011_31.png
011,32,real,validation,faceforensics_root/validation/real/011_32.png
011,33,real,validation,faceforensics_root/validation/real/011_33.png
011,34,real,validation,faceforensics_root/validation/real/011_34.png
011,35,real,validation,faceforensics_root/validation/real/011_35.png
011,36,real,validation,faceforensics_root/validation/real/011_36.png
011,37,real,validation,faceforensics_root/validation/real/011_37.png
011,38,real,validation,faceforensics_root/validation/real/011_38.png
011,39,real,validation,faceforensics_root/validation/real/011_39.png
011,40,real,validation,faceforensics_root/validation/real/011_40.png
011,41,real,validation,faceforensics_root/validation/real/011_41.png
011,42,real,validation,faceforensics_root/validation/real/011_42.png
011,43,real,validation,faceforensics_root/validation/real/011_43.png
011,44,real,validation,faceforensics_root/validation/real/011_44.png
011,45,real,validation,faceforensics_root/validation/real/011_45.png
011,46,real,validation,faceforensics_root/validation/real/011_46.png
011,47,real,validation,faceforensics_root/validation/real/011_47.png
011,48,real,validation,faceforensics_root/validation/real/011_48.png
011,49,real,validation,faceforensics_root/validation/real/011_49.png
011,50,real,validation,faceforensics_root/validation/real/011_50.png
011,51,real,validation,faceforensics_root/validation/real/011_51.png
011_805,0,fake,validation,faceforensics_root/validation/fake/011_805_0.png
011_805,1,fake,validation,faceforensics_root/validation/fake/011_805_1.png
011_805,2,fake,validation,faceforensics_root/validation/fake/011_805_2.png
011_805,3,fake,validation,faceforensics_root/validation/fake/011_805_3.png
011_805,4,fake,validation,faceforensics_root/validation/fake/011_805_4.png
011_805,5,fake,validation,faceforensics_root/validation/fake/011_805_5.png
011_805,6,fake,validation,faceforensics_root/validation/fake/011_805_6.png
011_805,7,fake,validation,faceforensics_root/validation/fake/011_805_7.png
011_805,8,fake,validation,faceforensics_root/validation/fake/011_805_8.png
011_805,9,fake,validation,faceforensics_root/validation/fake/011_805_9.png
011_805,10,fake,validation,faceforensics_root/validation/fake/011_805_10.png
011_805,11,fake,validation,faceforensics_root/validation/fake/011_805_11.png
011_805,12,fake,validation,faceforensics_root/validation/fake/011_805_12.png
011_805,13,fake,validation,faceforensics_root/validation/fake/011_805_13.png
011_805,14,fake,validation,faceforensics_root/validation/fake/011_805_14.png
011_805,15,fake,validation,faceforensics_root/validation/fake/011_805_15.png
011_805,16,fake,validation,faceforensics_root/validation/fake/011_805_16.png
011_805,17,fake,validation,faceforensics_root/validation/fake/011_805_17.png
011_805,18,fake,validation,faceforensics_root/validation/fake/011_805_18.png
011_805,19,fake,validation,faceforensics_root/validation/fake/011_805_19.png
011_805,20,fake,validation,faceforensics_root/validation/fake/011_805_20.png
011_805,21,fake,validation,faceforensics_root/validation/fake/011_805_21.png
011_805,22,fake,validation,faceforensics_root/validation/fake/011_805_22.png
011_805,23,fake,validation,faceforensics_root/validation/fake/011_805_23.png
011_805,24,fake,validation,faceforensics_root/validation/fake/011_805_24.png
011_805,25,fake,validation,faceforensics_root/validation/fake/011_805_25.png
011_805,26,fake,validation,faceforensics_root/validation/fake/011_805_26.png
011_805,27,fake,validation,faceforensics_root/validation/fake/011_805_27.png
011_805,28,fake,validation,faceforensics_root/validation/fake/011_805_28.png
011_805,29,fake,validation,faceforensics_root/validation/fake/011_805_29.png
011_805,30,fake,validation,faceforensics_root/validation/fake/011_805_30.png
011_805,31,fake,validation,faceforensics_root/validation/fake/011_805_31.png
011_805,32,fake,validation,faceforensics_root/validation/fake/011_805_32.png
011_805,33,fake,validation,faceforensics_root/validation/fake/011_805_33.png
011_805,34,fake,validation,faceforensics_root/validation/fake/011_805_34.png
011_805,35,fake,validation,faceforensics_root/validation/fake/011_805_35.png
011_805,36,fake,validation,faceforensics_root/validation/fake/011_805_36.png
011_805,37,fake,validation,faceforensics_root/validation/fake/011_805_37.png
011_805,38,fake,validation,faceforensics_root/validation/fake/011_805_38.png
